id,lcd,pld,void_fraction,surface_area_m2cm3,pressure_2.5(bar)
sdv-id-268,2.198470886,1.185798662,4.6514835,3.750099433,0.587174052
sdv-id-269,2.583870178,2.312598861,5.591479494,3.965995159,1.014817985
sdv-id-270,2.379965869,2.391216723,5.428450253,4.599794802,0.960508789
sdv-id-271,2.498934681,2.025932234,5.296340135,3.076376004,0.810200809
sdv-id-272,1.843577898,1.064559268,4.81533403,2.447138275,0.863563375
sdv-id-273,4.616438916,2.793547488,6.569412563,3.720673232,0.612760987
sdv-id-274,1.241998775,1.332310346,4.163290559,2.837373387,0.713418369
sdv-id-275,1.219958487,1.173195676,3.421442513,2.492526293,1.21873414
sdv-id-276,1.169499339,1.058165173,2.457922806,4.273981902,1.209805708
sdv-id-277,4.074280703,5.048205733,6.571093834,5.85515992,0.901430929
sdv-id-278,1.480530458,1.116861359,4.159968666,1.617332291,1.049531949
sdv-id-279,3.012394043,1.231728341,6.220658009,4.856066998,1.117477213
sdv-id-280,1.65257413,1.573489743,4.125790304,4.005372317,0.789997277
sdv-id-281,3.059607526,3.080975023,5.664739663,3.195238578,0.992990254
sdv-id-282,1.732395775,1.922513829,4.289099143,4.137342956,0.587882113
sdv-id-283,3.620913656,3.130481671,5.450389332,5.713379843,0.870678816
sdv-id-284,1.873374951,1.328311165,4.459683569,3.038916538,0.777029333
sdv-id-285,2.567743573,2.132159512,5.39667928,2.269374481,1.062219725
sdv-id-286,1.429654128,1.037692985,3.903213677,3.591426589,1.169265778
sdv-id-287,1.359744233,1.48635324,3.499395547,5.422718547,0.916317298
sdv-id-288,4.281096217,3.098265522,6.443771076,4.718099854,0.912834431
sdv-id-289,1.49098469,1.077033297,4.4854537,6.040920203,1.23990482
sdv-id-290,2.376270453,2.498873614,5.344151319,4.109176973,1.043449396
sdv-id-291,1.427624207,1.144505221,4.68123689,5.0490188,1.017888554
sdv-id-292,2.574757032,2.712816562,4.242617896,2.090219769,0.852960914
sdv-id-293,1.378874843,1.050054618,3.792105196,3.78106218,1.050886799
sdv-id-294,2.82975852,1.294421704,5.520796063,1.833726866,0.495007524
sdv-id-295,2.796440101,2.18048069,5.755899244,2.675257294,0.684093011
sdv-id-296,2.568899126,4.179948136,5.732648423,3.407630702,1.091792813
sdv-id-297,3.58278359,3.843427767,6.186330665,4.369471182,1.135911503
sdv-id-298,1.69814931,1.085298149,5.074977145,4.906108285,0.979284728
sdv-id-299,1.233729466,1.27670355,3.448959445,3.702749292,1.337453349
sdv-id-300,2.139445719,1.150669507,4.628794206,3.306078734,1.107524549
sdv-id-301,3.162781149,1.886384435,4.538268795,0.747134998,0.468846412
sdv-id-302,1.282128734,1.384780776,3.621845583,4.415724504,1.284057601
sdv-id-303,2.058200284,1.084987795,4.929049555,3.3268089,0.681784326
sdv-id-304,2.67045138,2.674186987,4.769485832,4.976717605,1.047026694
sdv-id-305,1.421770908,1.041434127,3.839860223,3.967276763,1.019477088
sdv-id-306,3.245837825,2.418753501,5.659210642,4.092269871,0.857305976
sdv-id-307,1.355245901,1.152713188,4.627316871,3.649196326,1.13821618
sdv-id-308,2.436652323,2.196708887,4.94849226,2.421850315,0.915016057
sdv-id-309,1.558126715,1.079762188,4.35485351,2.800853203,0.799259646
sdv-id-310,3.762199613,4.766855453,6.087915589,3.997392473,0.808956012
sdv-id-311,1.505356548,2.489881166,4.571992594,4.515455834,1.078448756
sdv-id-312,1.231333985,1.063160431,3.299878951,4.595973238,1.103755037
sdv-id-313,1.343561811,1.387935749,4.210188969,3.560718247,1.12796772
sdv-id-314,1.433332017,1.089365226,4.042855839,3.60339675,0.89266822
sdv-id-315,1.961587046,1.435797754,4.759258631,5.78687551,0.759487654
sdv-id-316,1.690870486,1.362647912,3.980095271,3.787240493,1.237852405
sdv-id-317,1.724736729,1.131464759,5.154168652,2.280343423,1.072918373
sdv-id-318,1.493006982,1.017142688,4.914913311,4.490329125,1.292454786
sdv-id-319,1.495241412,1.610877394,4.156996587,3.846770323,0.87912245
sdv-id-320,1.186726704,1.173290913,3.452826212,4.820675633,1.154211959
sdv-id-321,3.546660141,1.812269456,5.768279752,2.718043981,1.052258563
sdv-id-322,2.091185331,2.387752909,4.724026401,3.628578574,0.626574399
sdv-id-323,3.852217488,3.083693117,6.110088109,3.436602315,0.740730324
sdv-id-324,2.785918997,2.593137065,5.080637127,3.367938307,1.007991092
sdv-id-325,1.614910168,2.882434213,4.232758349,3.594377398,1.085587396
sdv-id-326,2.675969778,2.554911395,5.713226149,3.580062118,0.653366507
sdv-id-327,1.611171547,1.37210474,3.776159565,2.276095748,0.707839943
sdv-id-328,1.832045025,1.348262892,4.890850212,5.162583007,0.995651883
sdv-id-329,2.17835498,2.349739973,5.458474591,3.328248488,0.92690752
sdv-id-330,1.946670673,1.179332395,5.040836514,4.865039873,0.911729904
sdv-id-331,2.297352436,1.394957729,5.150622661,3.664991751,0.604543691
sdv-id-332,1.345987507,1.156703437,3.659327881,2.438193556,0.228146836
sdv-id-333,2.953154507,3.167531398,5.895097986,4.280342324,0.799761873
sdv-id-334,5.976574638,4.790291945,6.643033278,5.051872427,0.626639487
sdv-id-335,3.781160954,3.403483655,6.170618097,4.802899759,0.919508147
sdv-id-336,1.48382388,2.311953383,3.410651633,3.878285434,0.991649489
sdv-id-337,5.314141864,4.802981311,6.606517085,4.605871576,0.81159211
sdv-id-338,1.73234389,2.294011838,5.320694634,4.464307968,0.547306022
sdv-id-339,2.224471337,1.407438845,5.14157621,4.045595618,1.110195677
sdv-id-340,1.498319104,1.093292339,4.150462765,4.795451127,1.026333576
sdv-id-341,1.622453206,1.329267301,5.321922079,4.901242733,0.821397733
sdv-id-342,1.414968689,1.063394032,4.046275657,2.963375915,1.137530116
sdv-id-343,1.551223902,1.609039105,4.422005475,4.990137445,1.060981656
sdv-id-344,2.333004478,1.515988531,5.289954838,5.567948709,1.188482651
sdv-id-345,1.957062662,1.306113697,5.869171849,4.794648966,0.827979092
sdv-id-346,3.508532471,2.216333637,5.799857954,2.77504548,0.978849196
sdv-id-347,1.439428923,1.185159902,3.6436447,2.809783425,0.933601144
sdv-id-348,1.255915615,1.362717839,2.945488048,3.856520661,1.155173593
sdv-id-349,1.503230354,1.057405044,3.731946458,3.144599383,0.765377569
sdv-id-350,1.94315439,1.362347438,5.853042966,5.668433733,0.884090215
sdv-id-351,5.190929415,3.951118986,6.296221252,3.4052123,0.728785682
sdv-id-352,1.956896677,1.262498011,4.714750802,2.879379463,1.036336826
sdv-id-353,1.91539744,1.559297245,5.123967373,5.156494499,1.024943037
sdv-id-354,3.495674514,3.558128172,5.803912445,3.74768315,0.545707796
sdv-id-355,1.51281173,1.312156416,5.133333364,2.670846777,0.931675358
sdv-id-356,1.324200525,1.121998329,3.558683082,3.682116172,1.085116862
sdv-id-357,1.93278345,1.577354133,5.092751605,3.630196228,1.008650156
sdv-id-358,2.778449829,2.04076128,4.058580442,3.764417277,0.99780786
sdv-id-359,1.898520886,3.833967249,5.303439114,4.973675583,1.126360875
sdv-id-360,2.112188196,2.174159803,5.146798144,6.061038377,0.916624331
sdv-id-361,4.360100049,4.455247303,6.657457847,6.597924791,1.175183975
sdv-id-362,2.061207896,1.694904801,5.110231781,4.484781916,0.94655996
sdv-id-363,2.226747092,2.358252434,5.913684435,4.127704183,1.055580192
sdv-id-364,2.743482459,2.94780484,5.62383909,4.778549653,0.887136105
sdv-id-365,1.542637899,1.246683595,4.717754173,3.784477798,0.979916571
