id,lcd,pld,void_fraction,surface_area_m2cm3,pressure_2.5(bar)
hMOF-1000081,3.567149453,3.258886315,5.348347042,3.382455164,0.93980187
hMOF-1000083,3.083468172,2.903371444,5.415645832,3.520535494,0.895678481
hMOF-1000088,3.204388492,2.903371444,5.41003998,3.437851433,0.983028077
hMOF-1000104,1.390583685,1.244302048,3.17731838,1.538990427,0.894079625
hMOF-1000107,1.390583685,1.244302048,3.765954267,2.953441835,1.006098682
hMOF-1000113,1.148743044,0.888787177,2.287001958,1.414041065,0.740213545
hMOF-1000115,1.632424326,1.481311961,3.612860947,2.710929278,1.041566653
hMOF-1000120,1.511504006,1.244302048,3.741352789,2.394965372,0.72127313
hMOF-1000123,1.753344647,1.362807005,3.921704118,2.791356454,1.058503256
hMOF-1000126,1.874264967,1.718321875,4.776328757,3.264276456,1.103266311
hMOF-1000132,1.390583685,1.125797091,2.715410454,1.832590654,0.526766177
hMOF-1000134,1.027822724,0.888787177,2.100701999,0.88818685,0.453357292
hMOF-1000137,1.632424326,1.362807005,4.251670995,3.898461153,1.035829323
hMOF-1000143,1.632424326,1.362807005,2.825328002,1.687739669,0.777022567
hMOF-1000144,1.269663365,1.125797091,3.310116372,2.678101859,0.846127708
hMOF-1000148,1.511504006,1.244302048,3.335310571,2.447694414,0.888798902
hMOF-1000152,1.511504006,1.362807005,3.729591211,2.79074094,0.96247775
hMOF-1000157,1.632424326,1.362807005,4.295767984,3.873840589,0.995305738
hMOF-1000169,1.632424326,1.362807005,4.317405859,4.342657164,0.868138632
hMOF-1000172,1.632424326,1.362807005,4.346627702,3.800184068,1.013541823
hMOF-1000178,1.511504006,1.244302048,4.555722412,3.656974454,1.053981209
hMOF-1000179,1.148743044,0.888787177,3.790134413,3.581676562,1.091855045
hMOF-1000180,1.632424326,1.362807005,4.722683967,4.098708408,1.079270783
hMOF-1000189,1.632424326,1.362807005,4.211001789,4.372817355,0.904452157
hMOF-1000193,1.511504006,1.244302048,5.1075025,4.158208104,1.17396635
hMOF-1000194,1.148743044,0.888787177,3.823598136,3.406255043,1.080896965
hMOF-1000213,1.511504006,1.007292134,3.430645762,3.989352069,0.51609485
hMOF-1000217,1.148743044,0.888787177,3.833245915,2.9737538,1.083011976
hMOF-1000229,1.269663365,1.007292134,4.304558817,3.505147642,1.085307873
hMOF-1000250,1.632424326,1.362807005,4.2721877,4.37363804,0.892651204
hMOF-1000273,1.390583685,1.244302048,3.968864687,3.684467417,1.051385092
hMOF-1000276,1.874264967,1.599816918,4.999798729,3.948933309,1.156861422
hMOF-1000279,1.753344647,1.481311961,4.694283364,3.881637101,1.151829002
hMOF-1000280,1.995185287,1.718321875,5.027056738,3.968834932,1.076409373
hMOF-1000292,2.478866569,2.31084666,5.131125632,4.548238874,1.060692439
hMOF-1000293,2.357946249,2.192341703,5.126569538,4.609790284,1.03926371
hMOF-1000296,2.72070721,2.429351617,5.21289966,3.58598516,1.122335841
hMOF-1000301,2.116105608,1.955331789,4.743243518,4.387589693,0.986079123
hMOF-1000305,2.962547851,2.666361531,5.45862165,3.607322983,0.972786345
hMOF-1000306,2.478866569,2.192341703,5.133953552,4.083730898,0.992549398
hMOF-1000309,2.72070721,2.429351617,5.376154925,3.697393213,0.994018807
hMOF-1000310,2.59978689,2.31084666,5.12404869,4.269821328,0.902108997
hMOF-1000319,2.478866569,2.192341703,5.12074945,3.76140668,0.876809632
hMOF-1000326,1.874264967,1.718321875,4.817826345,3.581881733,1.119122816
hMOF-1000330,1.874264967,1.718321875,4.745064528,3.71196038,1.09993255
hMOF-1000335,2.72070721,2.547856574,5.380389664,3.461240969,1.152216788
hMOF-1000346,1.148743044,0.888787177,4.378970254,5.583123251,1.122096736
hMOF-1000347,1.632424326,1.481311961,4.831894534,4.539621676,0.954551368
hMOF-1000354,1.753344647,1.362807005,4.790982526,4.614098883,1.08295293
hMOF-1000356,3.204388492,2.903371444,5.454829666,3.648152085,0.805871513
hMOF-1000361,1.753344647,1.481311961,4.967149104,4.654107299,0.922418624
hMOF-1000372,1.632424326,1.481311961,4.626406136,4.723660393,1.038695195
hMOF-1000381,3.083468172,2.784866488,5.509231425,3.744582627,0.832719871
hMOF-1000383,3.083468172,2.903371444,5.495527438,3.769203192,0.809334015
hMOF-1000386,2.962547851,2.666361531,5.363179341,3.798542697,0.94001044
hMOF-1000388,3.204388492,2.903371444,5.611429321,3.772691105,0.741993449
hMOF-1000392,2.478866569,2.31084666,5.464605986,4.851482155,0.879183165
hMOF-1000396,1.511504006,1.125797091,5.056292863,5.330967641,1.217705801
hMOF-1000398,1.995185287,1.718321875,4.53651255,4.009253691,1.136453053
hMOF-1000406,1.995185287,1.718321875,5.085828919,3.59337133,1.033288862
hMOF-1000410,1.874264967,1.718321875,5.053322119,3.66538648,1.186738126
hMOF-1000413,2.841627531,2.547856574,4.584965678,3.985248641,0.69922179
hMOF-1000415,1.874264967,1.599816918,4.470556308,3.625583234,1.02259366
hMOF-1000416,1.874264967,1.599816918,4.674202273,3.871583704,1.112526464
hMOF-1000419,1.995185287,1.836826832,4.975711418,3.607938497,1.089641179
hMOF-1000420,1.995185287,1.718321875,5.062955615,3.653691712,1.070638539
hMOF-1000423,1.995185287,1.718321875,4.566227136,3.593576501,1.0063366
hMOF-1000430,2.962547851,2.784866488,5.389359027,3.349627745,1.061328176
hMOF-1000434,2.962547851,2.666361531,4.950095888,3.267148855,0.78984021
hMOF-1000437,2.962547851,2.784866488,5.524842116,3.256685116,0.910743015
hMOF-1000446,3.325308812,3.021876401,5.294302344,3.418154982,0.987566679
hMOF-1000452,2.962547851,2.547856574,5.429071312,3.38635342,1.119342423
hMOF-1000459,3.083468172,2.903371444,5.296616097,3.310234843,0.86957087
hMOF-1000475,1.632424326,1.244302048,2.834575872,1.911786802,0.838686203
hMOF-1000476,1.995185287,1.836826832,4.361845626,3.335470921,1.047644325
hMOF-1000477,1.995185287,1.836826832,4.831059012,3.469652995,1.07337433
hMOF-1000478,1.995185287,1.718321875,4.9535808,3.525459607,1.108794132
hMOF-1000480,1.874264967,1.718321875,5.115186445,3.459189255,1.168155809
hMOF-1000481,1.390583685,1.125797091,3.37587266,2.820285617,1.023047983
hMOF-1000495,1.511504006,1.362807005,5.131404139,4.158002933,0.978948665
hMOF-1000504,1.632424326,1.481311961,4.877862521,4.363379472,1.040598663
hMOF-1000507,1.511504006,1.362807005,3.052847041,2.31802611,0.881257718
hMOF-1000521,3.204388492,3.021876401,5.468076616,3.411999841,0.891581582
hMOF-1000530,3.204388492,3.021876401,5.223497219,3.404818843,0.802490162
hMOF-1000538,3.567149453,3.258886315,5.525434837,3.2603782,0.97386086
hMOF-1000539,1.511504006,1.244302048,3.944470304,2.784790971,0.973714054
hMOF-1000552,2.841627531,2.547856574,5.228895976,4.079217128,1.068191813
hMOF-1000556,3.567149453,3.258886315,5.594576059,3.233911094,0.904393554
hMOF-1000567,2.59978689,2.429351617,5.207143842,4.115122117,1.118030596
hMOF-1000575,2.841627531,2.547856574,5.250448156,3.271252283,0.895659304
hMOF-1000580,1.874264967,1.599816918,4.691533997,3.581266219,1.184444699
hMOF-1000587,1.753344647,1.481311961,4.740179938,4.077575757,1.125314675
hMOF-1000588,1.995185287,1.718321875,5.030006059,3.631533204,1.105984714
hMOF-1000595,2.962547851,2.784866488,5.330115526,3.379787936,1.1192287
hMOF-1000598,2.59978689,2.31084666,5.107481076,4.259767931,1.103306601
hMOF-1000603,2.357946249,2.192341703,5.379261353,3.548643972,1.139574601
hMOF-1000604,2.357946249,2.192341703,5.410182804,3.543309516,1.148268852
hMOF-1000607,2.962547851,2.784866488,5.535625348,3.258121315,1.051267207
hMOF-1000608,2.357946249,2.073836746,4.943618808,4.346145077,1.036361518
hMOF-1000610,1.874264967,1.599816918,4.74125112,3.552747399,1.132193242
hMOF-1000615,3.204388492,2.903371444,5.467955215,3.364400084,1.049321705
hMOF-1000624,3.325308812,3.021876401,5.543009362,3.265507484,0.98613053
hMOF-1000630,1.995185287,1.836826832,4.768080657,3.589062731,1.134009086
hMOF-1000632,1.269663365,0.888787177,3.29502699,2.083515237,0.949969485
hMOF-1000633,1.874264967,1.362807005,3.870930095,3.509866583,1.068829549
hMOF-1000646,1.511504006,1.244302048,2.879672631,1.684456927,0.871422559
hMOF-1000649,3.325308812,3.140381358,5.462299375,3.296898704,0.898258551
hMOF-1000650,1.390583685,1.125797091,4.004827834,2.478880462,0.909171726
hMOF-1000653,1.269663365,1.007292134,2.258601355,1.202304213,0.837206206
hMOF-1000669,2.237025928,2.073836746,5.098211782,4.522387281,0.981398116
hMOF-1000673,1.511504006,1.244302048,5.054907468,4.060546533,1.154662862
hMOF-1000677,1.632424326,1.244302048,4.792439333,4.488944349,1.108227928
hMOF-1000684,1.511504006,1.362807005,3.868459235,3.207033645,0.933197777
hMOF-1000687,1.632424326,1.362807005,4.908998208,4.254228304,1.116470472
hMOF-1000690,1.269663365,1.007292134,4.961229039,3.905026637,1.112772473
hMOF-1000692,1.269663365,1.125797091,4.21165878,3.025456985,1.04172059
hMOF-1000694,2.357946249,2.073836746,5.438333465,5.006591709,1.102294281
hMOF-1000698,2.841627531,2.666361531,5.215156283,3.585574818,0.802009511
hMOF-1000704,1.269663365,1.125797091,4.123886134,2.916100646,1.007318273
hMOF-1000710,2.841627531,2.666361531,5.2671943,3.665796822,0.977076585
hMOF-1000716,3.446229133,3.140381358,5.588606005,3.183028595,0.992878883
hMOF-1000719,3.325308812,3.140381358,5.651684338,3.238424864,1.106249547
hMOF-1000725,3.325308812,3.140381358,5.591783845,3.199852647,1.080549201
hMOF-1000727,3.325308812,3.021876401,5.479531121,3.27986948,0.990300794
hMOF-1000729,2.962547851,2.666361531,5.479209767,3.435594548,1.067078706
hMOF-1000734,1.390583685,1.125797091,3.959766782,2.611831508,0.9332003
hMOF-1000736,3.446229133,3.140381358,5.599796286,3.176052768,0.978511849
hMOF-1000737,1.390583685,1.125797091,4.212415749,2.488318345,0.910818534
hMOF-1000739,3.083468172,2.784866488,5.298272858,3.085367024,1.00408242
hMOF-1000740,2.59978689,2.31084666,4.844277397,3.905847322,1.000240648
hMOF-1000741,3.325308812,3.140381358,5.458036071,3.344908804,0.826087678
hMOF-1000743,2.357946249,1.955331789,4.677058758,4.219964686,0.99855551
hMOF-1000746,3.325308812,3.021876401,5.690311158,3.155945974,0.964590692
hMOF-1000747,1.269663365,1.125797091,4.516345765,2.26262984,0.644997244
hMOF-1000756,3.325308812,3.140381358,5.55018628,3.221600812,0.995052472
hMOF-1000757,3.325308812,3.140381358,5.573223833,3.174001055,0.978945099
hMOF-1000760,2.59978689,2.31084666,4.876655656,2.94523498,1.093802289
hMOF-1000799,1.632424326,1.362807005,3.598578522,2.422458336,1.018804066
hMOF-1000812,1.269663365,1.007292134,3.085675196,2.545355985,0.995977723
hMOF-1000818,1.390583685,1.125797091,3.703447231,2.489959715,0.83100054
hMOF-1000820,1.269663365,1.007292134,2.392020634,1.298939927,0.750685097
hMOF-1000826,1.390583685,1.244302048,3.839358793,3.151227033,1.000003859
hMOF-1000827,1.390583685,1.244302048,3.810629694,3.318441697,1.000575359
hMOF-1000829,1.027822724,0.888787177,2.549284421,0.795449392,0.735510285
hMOF-1000834,1.390583685,1.125797091,4.013761492,2.563000722,0.893863591
hMOF-1000835,1.390583685,1.244302048,3.71650851,3.066901601,0.956832859
hMOF-1000836,1.390583685,1.244302048,3.404766007,3.04125518,0.797044359
hMOF-1000837,1.390583685,1.125797091,3.335760468,2.377936149,0.914148793
hMOF-1000847,1.390583685,1.125797091,4.532127845,3.597474757,1.102487125
hMOF-1000851,1.390583685,1.244302048,4.460044443,3.675029534,1.074850778
hMOF-1000856,1.390583685,1.244302048,3.259063842,2.812694276,0.933769874
hMOF-1000864,1.390583685,1.244302048,4.353583243,3.149175319,1.033868642
hMOF-1000869,1.753344647,1.125797091,4.553115869,4.205397519,1.147803771
hMOF-1000872,1.390583685,1.125797091,4.208659471,3.415692925,1.019078837
hMOF-1000877,1.390583685,1.125797091,4.836314945,3.3083883,1.101039379
hMOF-1000890,1.269663365,1.125797091,3.253943593,3.085982538,0.857415591
hMOF-1000893,1.269663365,1.007292134,3.592815563,2.299560686,0.846132244
hMOF-10009,1.027822724,0.888787177,2.212704781,0.791756307,0.714910989
hMOF-1000903,1.148743044,0.888787177,2.993967741,1.844900936,0.907350645
hMOF-1000928,1.511504006,1.244302048,3.758955878,3.512123468,0.982335143
hMOF-1000954,1.632424326,1.362807005,4.668110819,4.43211188,1.050227277
hMOF-1000955,1.632424326,1.362807005,4.566741303,4.309214231,1.146494075
hMOF-1000956,1.269663365,0.888787177,3.733033276,3.801825439,0.987360696
hMOF-1000963,1.632424326,1.362807005,4.555486752,4.191445866,1.012181463
hMOF-1000966,1.511504006,1.244302048,4.448539949,3.950164338,1.019528186
hMOF-1000968,1.511504006,1.244302048,4.336787111,4.013972633,1.005639657
hMOF-1000971,1.269663365,1.007292134,3.562579668,3.441134175,0.99104945
hMOF-1000976,1.269663365,0.888787177,3.637362448,1.79894255,1.033851795
hMOF-1000989,1.390583685,1.125797091,4.727275767,3.932109257,1.129377156
hMOF-1000990,1.390583685,1.244302048,4.538997692,3.941341969,1.108170629
hMOF-10010,2.72070721,2.31084666,5.914088201,4.4126206,1.170165592
hMOF-1001000,1.390583685,0.888787177,3.256378746,2.907278277,1.013086627
hMOF-1001001,1.390583685,1.125797091,3.604627129,3.142199493,0.95191452
hMOF-1001004,1.511504006,1.244302048,4.396637615,3.943393683,1.073121432
hMOF-1001009,1.632424326,1.362807005,4.727075813,3.49283736,0.870078837
hMOF-1001013,1.390583685,1.244302048,3.464673641,2.666817434,0.846696495
hMOF-1001019,1.511504006,1.244302048,3.305453161,2.909535162,0.886247002
hMOF-1001020,1.390583685,1.007292134,4.122300785,3.903180095,1.075607548
hMOF-1001039,1.511504006,1.244302048,3.346479428,2.908304134,0.882183082
hMOF-1001043,1.269663365,1.125797091,3.101335876,2.992424394,0.910724814
hMOF-1001045,1.390583685,1.125797091,3.059759735,2.422663507,0.771483511
hMOF-1001047,1.269663365,1.007292134,2.965709962,2.545561156,0.943186273
hMOF-1001050,1.390583685,1.125797091,3.175583065,2.534481902,0.719654247
hMOF-1001052,1.390583685,1.125797091,3.314922409,2.409737711,0.8305447
hMOF-1001054,1.269663365,1.007292134,2.855856686,2.543919785,0.918113759
hMOF-1001061,1.390583685,1.244302048,3.079669436,2.543304271,0.796300298
hMOF-1001072,1.148743044,0.888787177,2.761299888,2.01047423,0.823418471
hMOF-1001073,1.390583685,1.125797091,3.167492071,2.410763568,0.826302097
hMOF-1001080,1.390583685,1.125797091,3.424761403,3.822342576,1.073709145
hMOF-1001083,1.874264967,1.599816918,4.368115611,3.384096535,1.07650099
hMOF-1001085,1.753344647,1.481311961,4.613701919,3.252581688,1.109772185
hMOF-1001087,1.511504006,1.362807005,4.347420376,2.89127491,1.054688933
hMOF-1001097,1.874264967,1.718321875,4.338051105,3.451392743,1.003960207
hMOF-1001101,1.511504006,1.244302048,3.332289838,2.585569573,0.907829981
hMOF-1001107,1.874264967,1.718321875,5.074181601,3.659026167,1.150639985
hMOF-1001113,1.390583685,1.125797091,3.73529704,4.045569024,0.852105743
hMOF-1001115,1.874264967,1.718321875,4.991336392,3.48545119,1.101798601
hMOF-1001116,1.390583685,1.125797091,4.155764508,4.319267628,1.084501311
hMOF-1001119,1.995185287,1.718321875,4.475676558,3.153689089,1.0931618
hMOF-1001121,1.874264967,1.599816918,4.796816897,4.044337995,1.110260845
hMOF-1001123,1.995185287,1.718321875,4.590792908,3.843064884,1.025032374
hMOF-1001125,1.874264967,1.599816918,4.892494866,3.968014247,1.098405316
hMOF-1001129,1.390583685,1.125797091,4.526743371,4.185701068,1.149032202
hMOF-1001141,1.632424326,1.362807005,3.373744578,2.13809082,0.958901741
hMOF-1001146,1.632424326,1.362807005,4.050538737,4.154104677,1.099860741
hMOF-1001148,1.269663365,1.007292134,2.968530741,2.162711384,1.000786645
hMOF-1001151,1.390583685,1.125797091,2.468595858,1.488723442,0.345394204
hMOF-1001159,1.269663365,1.007292134,2.864083363,2.180356122,0.897113099
hMOF-1001162,1.632424326,1.362807005,4.011126384,3.088649766,0.999807145
hMOF-1001167,1.269663365,1.007292134,4.001350064,4.773311864,1.080233476
hMOF-1001169,1.390583685,1.125797091,3.77115307,3.720782749,0.936815725
hMOF-1001171,1.511504006,1.362807005,4.28684861,3.98504347,0.974650952
hMOF-1001176,1.390583685,1.125797091,4.198383266,3.350653602,1.060840133
hMOF-1001181,1.632424326,1.481311961,4.200475641,4.249714534,0.945607321
hMOF-1001190,1.632424326,1.362807005,4.250242753,3.911797292,0.944155265
hMOF-1001196,1.874264967,1.718321875,4.222320611,3.643638315,1.043118768
hMOF-1001198,1.632424326,1.244302048,4.716913867,6.033474403,1.142195542
hMOF-10012,2.357946249,2.073836746,5.138395387,3.762227365,1.212568138
hMOF-1001201,1.632424326,1.244302048,4.507419249,5.536549351,0.92888893
hMOF-1001210,1.995185287,1.718321875,4.94445433,3.847373483,1.065853446
hMOF-1001216,1.511504006,1.007292134,4.363438117,5.405650018,1.020344515
hMOF-1001217,2.116105608,1.836826832,4.986451802,4.129689284,0.791049586
hMOF-1001218,1.874264967,1.718321875,4.326625165,3.688570844,0.883697571
hMOF-1001223,1.269663365,0.888787177,3.586331342,3.525254436,1.011560298
hMOF-1001226,1.632424326,1.125797091,4.385275945,5.085582685,1.078476978
hMOF-1001242,1.874264967,1.599816918,5.150599719,3.682620874,1.216339834
hMOF-1001247,1.874264967,1.599816918,4.93921268,3.785822072,1.148193673
hMOF-1001249,1.995185287,1.718321875,4.154914703,3.280484994,1.02894156
hMOF-1001253,1.753344647,1.481311961,4.221392253,3.005965705,1.067522388
hMOF-1001259,1.995185287,1.718321875,4.900835802,3.703343183,1.147578838
hMOF-1001264,1.632424326,1.362807005,5.000020107,3.768177335,1.156043785
hMOF-1001272,1.269663365,0.888787177,3.508149344,2.995296794,1.037018357
hMOF-1001274,1.753344647,1.244302048,4.843613264,3.603014384,1.15675119
hMOF-1001275,1.269663365,0.888787177,4.158442463,3.579624848,1.13458408
hMOF-1001287,1.269663365,1.007292134,3.523638635,3.735144745,1.068495381
hMOF-1001290,1.632424326,1.362807005,4.031871607,4.102401492,1.001371585
hMOF-1001291,1.148743044,0.888787177,2.77014785,2.123318482,0.878441588
hMOF-1001292,1.390583685,1.244302048,3.546490516,3.020532872,0.898144495
hMOF-1001294,1.390583685,1.125797091,3.638912091,2.977036542,0.991193343
hMOF-1001302,1.390583685,1.244302048,3.866438272,3.247657575,0.927499729
hMOF-1001304,1.511504006,1.244302048,3.730448157,3.350243259,0.956167422
hMOF-1001305,1.390583685,1.244302048,3.858925716,3.041870694,0.949373951
hMOF-1001313,1.874264967,1.718321875,4.138075724,3.583523104,1.050510268
hMOF-1001316,1.511504006,1.244302048,3.724899435,3.934571314,1.004702381
hMOF-1001326,1.874264967,1.718321875,4.273787331,3.391277533,0.993297955
hMOF-1001333,1.753344647,1.244302048,4.357810841,2.980729626,1.06152773
hMOF-1001351,1.390583685,1.125797091,3.026467401,2.146092504,0.881788149
hMOF-1001353,1.632424326,1.481311961,3.698505512,3.435799719,0.873589644
hMOF-1001354,1.511504006,1.362807005,3.830075216,4.428008452,1.114210367
hMOF-1001356,1.995185287,1.836826832,4.079460649,3.561774939,1.054170412
hMOF-1001359,1.874264967,1.718321875,4.9732477,3.420617038,0.978596841
hMOF-1001360,1.874264967,1.718321875,5.306199605,3.431491121,0.996478944
hMOF-1001361,1.874264967,1.718321875,4.969969883,3.514790696,0.995028275
hMOF-1001368,1.632424326,1.362807005,3.915041366,4.027719115,0.937171661
hMOF-1001370,1.753344647,1.481311961,4.002714035,2.914869617,1.009271512
hMOF-1001391,1.874264967,1.599816918,4.077353991,3.199442304,1.037153198
hMOF-1001395,1.632424326,1.362807005,3.676417741,2.860909548,0.934494878
hMOF-1001397,1.874264967,1.599816918,4.254941671,2.979088255,0.921216717
hMOF-1001398,1.632424326,1.362807005,3.457739523,2.709903421,0.805581425
hMOF-1001403,1.753344647,1.481311961,3.986224975,3.178514825,1.005804376
hMOF-1001407,1.753344647,1.599816918,3.934922502,3.193492334,0.973598444
hMOF-1001408,1.632424326,1.481311961,3.609747378,2.906662763,0.93426375
hMOF-1001418,1.632424326,1.362807005,4.158571004,3.97006596,1.048743481
hMOF-1001419,1.511504006,1.362807005,4.242323148,3.837114914,0.967047556
hMOF-1001430,1.390583685,1.125797091,4.087337407,3.873430246,1.035946913
hMOF-1001442,1.632424326,1.362807005,4.237581383,3.910566264,0.964750709
hMOF-1001445,1.511504006,1.362807005,4.277272243,3.874250932,0.962525452
hMOF-1001453,1.511504006,1.244302048,4.689120267,5.693505447,1.015078077
hMOF-1001466,1.874264967,1.718321875,4.417347132,3.682210532,1.07279184
hMOF-1001472,1.874264967,1.718321875,4.152572386,3.301002131,1.035812602
hMOF-1001477,1.753344647,1.599816918,4.41898247,3.119425471,1.045533639
hMOF-1001478,1.995185287,1.718321875,5.113315447,3.679132961,1.124121944
hMOF-1001479,1.753344647,1.599816918,4.241087718,3.322750296,0.911402904
hMOF-1001481,1.995185287,1.718321875,4.962014572,3.691032901,1.089328198
hMOF-1001482,1.995185287,1.718321875,4.867322091,3.509661412,1.011113731
hMOF-1001485,2.116105608,1.836826832,5.055678719,3.855785509,0.911830203
hMOF-1001487,2.116105608,1.836826832,4.979353437,3.880200901,0.921089489
hMOF-1001504,1.874264967,1.718321875,5.009375095,3.612247095,1.136072811
hMOF-1001505,1.632424326,1.362807005,3.954660815,3.662719252,1.031245675
hMOF-1001506,1.995185287,1.718321875,4.419260977,3.603219555,1.067109876
hMOF-1001507,1.390583685,0.888787177,4.129270608,3.13727538,1.110621765
hMOF-1001514,2.116105608,1.836826832,4.223691724,3.669284736,0.810805025
hMOF-1001524,1.632424326,1.362807005,3.702704545,3.95201088,1.049456894
hMOF-1001543,1.390583685,1.244302048,3.747451384,3.278843623,0.959438186
hMOF-1001545,1.269663365,1.125797091,3.431688379,2.690617313,0.919389724
hMOF-1001557,1.511504006,1.244302048,3.04907648,3.032843154,0.641979448
hMOF-1001559,1.511504006,1.244302048,3.82020606,3.32787958,0.906343372
hMOF-1001567,1.753344647,1.481311961,4.079710592,4.137280625,1.079049529
hMOF-1001571,1.874264967,1.718321875,4.219864034,3.608348839,0.922485879
hMOF-1001572,1.874264967,1.599816918,4.384668942,3.458778913,1.063592498
hMOF-1001574,1.511504006,1.362807005,3.867459465,2.513349251,0.999047989
hMOF-1001575,1.753344647,1.362807005,4.22361317,3.007607076,1.089384835
hMOF-1001581,1.511504006,1.244302048,3.631256711,3.871378533,0.704286984
hMOF-1001582,1.511504006,1.244302048,3.771645813,3.94606091,0.900741403
hMOF-1001593,1.390583685,1.125797091,3.919261823,3.91754209,0.993326366
hMOF-1001596,1.632424326,1.362807005,4.2769009,2.903585192,1.055527847
hMOF-1001597,2.116105608,1.836826832,4.28290666,3.730425803,0.874600261
hMOF-10016,2.478866569,1.955331789,5.558712889,4.621279881,1.209487269
hMOF-1001601,2.116105608,1.836826832,4.272237688,3.744377456,0.864054127
hMOF-1001604,1.874264967,1.718321875,4.439170678,3.295257333,1.030712986
hMOF-1001605,1.511504006,1.244302048,2.787472433,2.232879992,0.651932588
hMOF-1001645,1.874264967,1.599816918,4.026072942,2.131730508,0.956985839
hMOF-1001702,1.390583685,1.125797091,2.718723977,1.859262932,0.694354976
hMOF-1001703,1.753344647,1.481311961,4.133541054,2.995912308,1.073780834
hMOF-1001803,1.148743044,0.888787177,1.613528463,0.639929495,0.576406696
hMOF-1001807,1.511504006,1.125797091,3.078569689,2.894147309,0.556775929
hMOF-1001833,1.148743044,0.888787177,1.634009462,0.590893538,0.5178615
hMOF-1001834,1.632424326,1.362807005,3.772381358,3.720577577,0.796720551
hMOF-1001841,1.269663365,1.007292134,3.197435176,3.130299553,0.823606677
hMOF-1001855,1.632424326,1.362807005,3.785371224,3.836704571,0.811489607
hMOF-1001868,2.59978689,2.429351617,4.698810893,4.259973103,0.917214862
hMOF-1001901,1.390583685,1.007292134,2.975229199,2.017039713,0.776469747
hMOF-1001910,1.269663365,1.125797091,2.895576112,1.901323062,0.710449342
hMOF-1002025,3.204388492,2.903371444,4.635568312,2.693694883,0.83732534
hMOF-1002135,1.511504006,1.244302048,3.726670455,3.217087042,0.911266688
hMOF-1002234,1.874264967,1.718321875,4.665461429,3.44790483,1.120375552
hMOF-1002236,1.874264967,1.718321875,4.923559141,3.361527684,1.111122482
hMOF-1002238,1.511504006,1.362807005,3.218273235,2.262424669,0.740380829
hMOF-1002243,1.632424326,1.362807005,3.775716305,3.016224273,0.996963219
hMOF-1002244,1.632424326,1.362807005,3.861525117,2.419585936,0.986020063
hMOF-1002246,1.269663365,1.007292134,2.584204952,1.26631768,0.715767584
hMOF-1002252,1.874264967,1.718321875,4.968770159,3.374658652,1.136103035
hMOF-1002255,2.357946249,2.192341703,5.225103992,3.447494487,1.168709837
hMOF-1002257,1.511504006,1.362807005,4.63838195,4.76079641,1.030374724
hMOF-1002263,2.357946249,2.192341703,5.258731963,3.436210062,1.09649819
hMOF-1002264,1.511504006,1.244302048,4.35680393,4.418980912,1.110802243
hMOF-1002266,2.357946249,2.192341703,5.367321245,3.442365203,1.158556496
hMOF-1002271,2.478866569,2.192341703,4.795502914,3.582497247,1.163592453
hMOF-1002272,2.357946249,2.192341703,5.095576675,3.430054921,1.155031052
